AVERAGE,MAX,MIN,STD,MEDIAN,CLUSTER
0.7721740483497799,-0.9246732878990251,0.6051436207695943,-0.9704021870471975,1.08344669307491,2
0.1654228652157506,-0.1840969100338901,1.6989949201712047,-1.2794937097584842,0.13556805126114682,2
0.3605589241131272,-1.2505268941596852,1.2177003484344961,-1.1925617189959348,0.13556805126114682,2
0.49776396552534474,-0.9246732878990251,1.4583476343028505,-1.1249479484028408,0.609507372168029,2
-1.2127255507469707,-2.7316796498899567,0.8457909066379485,-2.032904296367245,-0.9846521617914819,2
0.08614884128869095,-1.2505268941596852,0.8457909066379485,-1.3567665904363058,0.13556805126114682,2
-0.07239920656542727,-1.0876000910293553,0.6051436207695943,-1.1346070584875685,-0.03677351997771856,2
-0.15472223141275782,-0.9246732878990251,0.36449633490123984,-1.0186977374708364,-0.03677351997771856,2
1.6685803189096031,-1.9318571617956097,4.346115064723103,-3.0809177405602006,1.6866421924109416,2
-0.8316004357130324,-3.1464024214944324,2.552198933704461,-3.0809177405602006,-0.6686926145202275,2
0.3605589241131272,-1.05797703591475,1.6771178941831726,-1.250516379504301,0.33663321770649135,2
0.5008129664456157,-0.7025003745394846,1.5021016862789152,-1.2360277143772096,0.39408040811944645,2
0.601429996814576,-1.0727885634720522,0.9114219846020452,-1.0814819530215662,0.9111051218360446,2
0.8057130584727663,0.7194062709615756,-0.24806039276366207,-0.2846053710315306,0.7674871458036564,2
-0.7645224154670591,-1.0876000910293553,0.12384904903288557,-0.8738110861999204,-0.3527330672489733,1
-0.12118322128977141,-0.1840969100338901,-0.24806039276366207,-0.5888673387004533,-0.03677351997771856,2
-0.026664192761355097,0.14175669622677,-0.11679823683546878,-0.5357422332344511,0.13556805126114682,2
0.046511829325161666,0.23062586157058648,-0.24806039276366207,-0.43432157734480986,0.13556805126114682,2
-0.10288921576814276,-0.6284427367529715,-0.5105847046200487,-0.530912678192087,0.19301524167410297,1
-0.1608202332533007,0.8527100189772998,-0.07304418485940442,-0.530912678192087,-0.0942207103906737,2
-0.07849720840597015,0.4098453450139494,-0.7293549645003707,-0.5743786735733616,-0.0942207103906737,2
-0.14557522865194295,-0.33221218560691723,-0.7293549645003707,-0.5357422332344511,-0.0942207103906737,1
-0.35900529307094925,-0.7765580123259981,-0.5083970020212454,-1.0331864025979276,-0.3814566624554504,1
0.1318838550927642,0.11213364111216416,0.36449633490123984,-0.7096062147595495,0.19301524167410297,2
0.33616691675095456,-0.03450048170513194,0.36449633490123984,-0.7723904303102795,0.48025119373887964,2
0.05565883208597653,0.5564794678312456,-0.7293549645003707,-0.4198329122177186,0.19301524167410297,2
0.01907082104271815,0.11213364111216416,-0.7293549645003707,-0.6130151139122724,0.19301524167410297,2
0.28738290202661043,0.8527100189772998,0.4738814648414009,-0.666140219378275,0.4515275985324016,2
0.253843891903624,0.4083641922582184,-0.0074131068953077195,-0.7240948798866412,0.39408040811944645,2
-0.014468189080268248,0.5135260379150678,-0.3574455227038231,-0.6516515542511833,0.04939726564171464,2
0.17761886889683637,0.7045947434042726,-0.5762157825841453,-0.46329890759899317,0.19301524167410297,2
0.0952958440495058,0.038076003325650594,-0.09492121084743654,-0.5260831231497232,0.19301524167410297,2
0.24774589006308115,0.4083641922582184,-0.18242931479956548,-0.6081855588699087,0.33663321770649135,2
0.14712885969412087,1.2081866803525647,0.05821797106878888,-0.41017380213299065,0.1642916464676249,2
0.3209219121495968,0.8690026992903327,-0.13648756022469774,-0.42466246726008233,0.2791860272935352,2
0.3514119213523123,0.5861025229458514,0.4520044388533688,-0.5067649029802678,0.3653568129129684,2
0.09224684312923383,0.15656822378407292,-0.5105847046200487,-0.14937782984534267,0.020673670435236567,1
0.15627586245493572,0.6157255780604561,0.23323417897304663,-0.4294920223024461,0.19301524167410297,2
0.025168822883261034,0.4972333576020349,-0.40119957467988754,-0.6226742239970003,0.13556805126114682,2
0.1593248633752077,0.5268564127166407,0.14572607502091772,-0.6178446689546366,0.33663321770649135,2
0.5191069719672454,1.0748829323368405,-0.02929013288333995,-0.4971057928955403,0.623869169771268,2
0.3514119213523123,0.3639296095863107,0.03634094508075665,-0.5840377836580894,0.30790962250001325,2
0.5739889885321324,-0.08041621713277068,0.8457909066379485,-0.8931293063693758,0.7674871458036564,2
0.33921591767122655,0.5564794678312456,0.2988652569371432,-0.5502308983615424,0.39408040811944645,2
0.15627586245493572,0.3639296095863107,-0.02929013288333995,-0.39085558196353526,0.30790962250001325,2
0.22030488178063762,1.0304483496649328,0.25511120496107875,-0.3377304764975331,0.19301524167410297,2
0.3178729112293259,0.14175669622677,0.583266594781562,-0.6468219992088196,0.3653568129129684,2
0.16237386429547862,-0.08041621713277068,0.6270206467576265,-0.8206859807339183,0.22173883688058005,2
0.369705926873941,0.7934639087480891,0.03634094508075665,-0.10591183446406807,0.2791860272935352,2
0.3544609222725832,1.0748829323368405,-0.3355684967157909,-0.13971871976061517,0.22173883688058005,2
0.36665692595367005,0.9119561292065104,-0.6199698345602097,0.029315706722119902,0.48025119373887964,2
0.43373494619964287,1.2229982079098676,0.2769882309491111,0.06312259201866657,0.48025119373887964,2
0.11358984957113447,0.6897832158469698,-0.02929013288333995,-0.28943492607389437,0.0781208608481917,2
0.2965299047874253,0.3343065544717048,0.2988652569371432,-0.47778757272608485,0.33663321770649135,2
0.5221559728875163,0.986013766993024,0.14572607502091772,-0.25079848573498353,0.48025119373887964,2
0.6044789977348468,0.3343065544717048,0.6707746987336909,-0.4005146920482632,0.5376983841518348,2
0.4764209590834441,0.4972333576020349,0.16760310100895004,-0.13005960967588723,0.48025119373887964,2
0.31177490938878305,0.7638408536334833,-0.5105847046200487,-0.03346850882861055,0.2791860272935352,2
0.3270199139901397,0.6305371056177591,0.05821797106878888,-0.0382980638709743,0.19301524167410297,2
0.28738290202661043,0.30468349935710004,0.18948012699698216,-0.38119647187880773,0.3653568129129684,2
0.4276369443591,0.8971446016492085,0.14572607502091772,-0.22665071052316435,0.5951455745647899,2
0.5130089701267025,1.1785636252379599,0.18948012699698216,-0.018979843701518874,0.3653568129129684,2
0.6075279986551189,0.6897832158469698,0.03634094508075665,-0.009320733616790946,0.7100399553907002,2
0.09834484496977672,1.2526212630244735,-0.02929013288333995,-0.2942644811162586,0.04939726564171464,2
0.23859888730226628,0.1269451686694671,0.03634094508075665,-0.4729580176837207,0.33663321770649135,2
0.4306859452793709,0.7801335339465172,0.18948012699698216,-0.3135827012857135,0.48025119373887964,2
0.4032449369969274,1.163752097680657,0.03634094508075665,-0.39085558196353526,0.5376983841518348,2
0.6258220041767475,0.645348633175062,0.43012741286533646,-0.270116705904439,0.6813163601842231,2
0.8514480722768396,0.6897832158469698,0.08009499705682112,-0.24596893069261977,0.9685523122489998,2
-0.07544820748569925,-0.11003927224737653,-0.6856009125243063,0.2369865735437654,0.19301524167410297,1
0.3879999323955707,0.5861025229458514,-0.7293549645003707,0.604032756763418,0.33663321770649135,2
0.009923818281903283,0.8527100189772998,-0.6856009125243063,0.3335776743910425,-0.20911509121658498,2
0.37275492779421293,-0.006358579346257123,-0.554338756596113,0.17420235799303538,0.3653568129129684,1
0.3239709130698688,0.7045947434042726,-0.7293549645003707,0.7054534126530588,0.33663321770649135,2
0.24774589006308115,0.6601601607323649,-0.7293549645003707,0.9807380500677986,0.19301524167410297,2
0.1684718661360215,0.7342177985188785,-0.7293549645003707,0.7778967382885168,0.04939726564171464,2
0.3178729112293259,0.6305371056177591,-0.7293549645003707,0.604032756763418,0.12120625365790881,2
0.17152086705629346,0.18767243165440875,-0.7074779385123385,0.604032756763418,0.04939726564171464,1
0.09224684312923383,0.038076003325650594,-0.6637238865362741,0.49295299078904964,-0.0942207103906737,1
0.7416840391470655,0.7786523811907862,-0.6856009125243063,0.9855676051101623,0.48025119373887964,2
0.5434989793294169,1.150421722879085,-0.7293549645003707,1.0580109307456202,0.623869169771268,2
0.12578585325222022,0.45279877493012716,-0.7293549645003707,0.971078939983071,0.04939726564171464,2
-1.3926166050429896,-0.7025003745394846,-0.7293549645003707,-0.15420738488770683,-1.042099352204437,1
0.2904319029468824,0.7490293260761814,-0.6856009125243063,0.5219303210432326,-0.0942207103906737,2
0.8148600612335811,0.5579606205869766,-0.7074779385123385,0.7875558483732443,0.6525927649777451,2
0.5831359912929462,0.7342177985188785,-0.44495362665595195,0.5653963164245072,0.39408040811944645,2
0.17761886889683637,0.6305371056177591,-0.7293549645003707,0.739260297949606,0.020673670435236567,2
-0.08459521024651302,1.135610195321782,-0.7293549645003707,1.2560226874825382,-0.23783868642306205,2
0.12578585325222022,0.2602489166851913,-0.7293549645003707,0.666816972314148,-0.06549711518419664,1
0.4581269535618144,0.7045947434042726,-0.6856009125243063,0.8358513987968826,0.19301524167410297,2
0.534351976568602,0.645348633175062,-0.6856009125243063,1.024204045449073,0.48025119373887964,2
0.5434989793294169,0.8527100189772998,-0.7074779385123385,0.811703623585064,0.3653568129129684,2
0.5556949830105027,0.9415791843211163,-0.7293549645003707,1.0000562702372535,0.5089747889453567,2
0.23859888730226628,0.8527100189772998,-0.7074779385123385,0.8358513987968826,0.13556805126114682,2
0.1013938458900487,0.6749716882896678,-0.7293549645003707,0.7778967382885168,-0.0942207103906737,2
0.4276369443591,0.7490293260761814,-0.6199698345602097,0.8261922887121552,0.2791860272935352,2
0.39409793423611356,1.0896944598941434,-0.7293549645003707,0.9034651693899769,0.30790962250001325,2
0.6380180078578332,0.8527100189772998,-0.7074779385123385,1.1546020315928969,0.4228040033259235,2
1.0130451210512286,1.0748829323368405,-0.6856009125243063,1.0918178160421674,0.9972759074554769,2
1.7570013455974767,0.5564794678312456,0.12384904903288557,0.4881234357466855,1.887707358856285,2
1.0801231412972025,0.7194062709615756,0.36449633490123984,0.5074416559161409,0.7674871458036564,2
1.0221921238120435,0.9712022394357221,0.8457909066379485,0.5557372063397796,0.7674871458036564,2
1.113662151420189,0.7194062709615756,0.6051436207695943,0.39153233489940875,1.08344669307491,2
0.046511829325161666,0.5564794678312456,-0.7293549645003707,1.0724995958727115,-0.03677351997771856,2
0.8636440759579254,0.7194062709615756,-0.11679823683546878,0.6088623118057818,0.7674871458036564,2
0.01907082104271815,0.7208874237173055,-0.48870767863201636,0.729601187864878,-0.3527330672489733,2
0.6868020225821774,0.23062586157058648,-0.7293549645003707,1.1449429215081695,0.4515275985324016,2
-0.9627074752847071,-1.3393960595035013,-0.48870767863201636,-0.28943492607389437,-0.6686926145202275,1
-0.5846313611710403,-0.5988196816383656,-0.24806039276366207,0.40602100002650005,-0.3527330672489733,1
-0.3376622866290486,0.7194062709615756,-0.11679823683546878,0.9034651693899769,-0.6686926145202275,2
-0.11508521944922853,-0.7617464847686957,-0.11679823683546878,0.3335776743910425,-0.03677351997771856,1
-2.0298577973797345,-0.7617464847686957,-0.7293549645003707,-0.12040049959115974,-1.7889128275728567,1
-0.828551434792761,-0.5988196816383656,-0.7293549645003707,0.7537489630766977,-0.9846521617914819,1
-1.4688416280497774,-0.5099505162945491,-0.7293549645003707,1.0773291509150753,-1.4729532803016019,1
-2.996391089105802,-1.991103272024821,-0.7293549645003707,-0.2846053710315306,-2.9091330406254854,1
-1.7249577053525837,-0.5973385288826356,-0.7293549645003707,0.45914610549250257,-1.7889128275728567,1
-1.3011465774348443,-0.34702371316422015,-0.7293549645003707,0.7682376282037889,-1.4729532803016019,1
-1.4688416280497774,-0.5099505162945491,-0.7293549645003707,1.0000562702372535,-1.4729532803016019,1
-1.5328706473754787,0.7045947434042726,-0.7293549645003707,0.9855676051101623,-1.8176364227793342,1
-1.2645585663915864,-0.1840969100338901,-0.7293549645003707,0.9903971601525261,-1.2431645186497808,1
-1.310293580195659,-0.33221218560691723,-0.7293549645003707,1.1449429215081695,-1.5304004707145575,1
-1.6944676961498688,-0.48032746117994435,-0.7293549645003707,0.5219303210432326,-1.8176364227793342,1
-1.7615457163958417,-0.33221218560691723,-0.7293549645003707,0.31908900926395084,-1.5304004707145575,1
-1.2889505737537583,0.11361479386789518,-0.7293549645003707,0.7682376282037889,-1.2431645186497808,1
-0.6212193722142987,-0.03598163446086297,-0.7293549645003707,0.937272054686524,-0.3814566624554504,1
-0.8651394458360189,-0.33221218560691723,-0.7293549645003707,0.8358513987968826,-0.6686926145202275,1
-1.1090595194577395,1.002306447306058,-0.7293549645003707,0.9034651693899769,-1.2431645186497808,1
-1.4962826363322208,-0.2285314927057978,-0.7293549645003707,0.9179538345170681,-1.5304004707145575,1
-0.2218002516587306,-0.6728773194248792,-0.7293549645003707,0.4446574403654109,0.09248265845143074,1
-1.2980975765145728,0.8527100189772998,-0.7074779385123385,1.3091477929485404,-1.3149735066659751,1
-0.30412327650606225,-0.538092418653425,-0.37932254869185533,0.5798849815515988,-0.06549711518419664,1
-1.6395856795849817,-1.1912807839304742,-0.6637238865362741,0.5798849815515988,-1.487315077904841,1
0.9124280906822695,-0.5543850989664579,-0.3136914707277587,-0.3860260269211715,1.025999502661955,2
0.22030488178063762,-0.24334302026310073,-0.3574455227038231,1.1304542563810782,0.39408040811944645,1
-0.7919634237495027,-0.8802387052271174,-0.6418468605482419,0.9517607198136152,-0.7261398049331828,1
-0.017517190000540233,-0.8506156501125116,0.6270206467576265,0.5364189861703242,0.623869169771268,1
0.5953319949740331,-0.48032746117994435,0.36449633490123984,-0.02380939874388262,0.5951455745647899,2
-0.9627074752847071,-0.48032746117994435,-0.22618336677562983,0.6426691971023288,-0.625607221710511,1
0.5434989793294169,0.9563907118784192,1.0645611665182708,0.8455105088816111,0.0781208608481917,2
0.7965660557119525,-0.5691966265237608,-0.6418468605482419,0.7972149584579719,0.9398287170425217,1
2.0497054339435414,0.9712022394357221,1.2395773744225282,0.7682376282037889,1.2557882643137765,2
0.479469960003715,0.038076003325650594,0.4082503868773043,0.7151125227377868,0.2935478248967742,1
1.1014661477391032,-0.27296607537770656,1.4583476343028505,-0.16386649497243433,1.054723097868433,2
-0.22789825349927456,-1.1912807839304742,-0.07304418485940442,0.5605667613821435,0.19301524167410297,1
0.9154770916025404,-0.9246732878990251,2.1584124659198816,-0.6081855588699087,0.9541905146457608,2
0.3879999323955707,-2.5539413192023237,3.42727997322575,-3.0809177405602006,0.48025119373887964,2
2.375948532412593,0.2602489166851913,0.08009499705682112,2.9415373972675227,3.0366511671153917,2
2.177763472594944,-0.34702371316422015,2.9897394534651056,-0.07693450420988514,1.514300621172075,2
-2.3134148829649845,-1.3245845319461989,-0.7293549645003707,1.767955521973106,-3.397434159135606,1
-1.3926166050429896,-0.48032746117994435,-0.7293549645003707,1.6134097606174633,-1.5304004707145575,1
-1.1273535249793687,-0.48032746117994435,-0.7293549645003707,1.3622728984145425,-1.5304004707145575,1
-1.7645947173161136,-0.6284427367529715,-0.7293549645003707,1.7872737421425617,-1.8176364227793342,1
2.8272006686127757,-1.3690191146181065,5.1774420522683275,-3.0809177405602006,2.778138810257093,2
-0.5267003436858813,-2.998287145921405,2.7709691935847838,-3.0809177405602006,-0.3814566624554504,2
-4.795301632065991,-5.071901003943785,-0.29181444473972656,-3.0809177405602006,-4.402759991362324,1
1.3027002084770227,-1.665249665764161,3.42727997322575,-1.9990974110706978,1.3419590499332097,2
-3.953777378071055,-3.1908370041663403,-0.6856009125243063,-0.5598900084462703,-3.9719060632651595,1
